Member_number,Date,itemDescription,Price
4067,29-04-2014,condensed milk,3.61
1307,15-12-2014,brown bread,2.45
4917,21-04-2014,pip fruit,1.80
2157,26-06-2014,canned beer,2.50
3876,25-08-2014,other vegetables,2.50
1917,25-02-2014,red/blush wine,8.00
4750,11-04-2014,whipped/sour cream,1.49
1820,24-02-2014,salt,2.98
2226,01-01-2014,bottled water,3.73
2801,23-01-2014,whole milk,1.20
3569,06-11-2014,yogurt,1.80
2950,18-11-2014,other vegetables,2.50
1382,08-05-2014,rolls/buns,1.00
1856,23-10-2014,curd,1.24
3059,05-03-2014,beverages,3.40
1686,05-05-2014,root vegetables,2.20
2065,01-03-2014,white bread,1.90
1566,24-01-2014,salt,2.98
1197,03-05-2014,brown bread,2.45
4557,11-01-2014,soda,1.99
2495,24-02-2014,red/blush wine,8.00
3739,20-10-2014,rolls/buns,1.00
1621,18-06-2014,soda,1.99
2435,02-02-2014,dessert,3.96
4948,23-05-2014,curd,1.24
4531,11-10-2014,frozen dessert,2.61
4384,22-10-2014,whipped/sour cream,1.49
3441,20-04-2014,rolls/buns,1.00
2880,04-12-2014,soda,1.99
4268,22-02-2014,butter milk,2.66
4901,12-04-2014,snack products,4.61
2606,22-08-2014,whole milk,1.20
4687,08-04-2014,domestic eggs,1.40
4121,19-04-2014,UHT-milk,2.50
1160,06-02-2014,root vegetables,2.20
3122,25-12-2014,rolls/buns,1.00
1847,10-01-2014,rolls/buns,1.00
3402,24-12-2014,soda,1.99
3349,09-07-2014,whole milk,1.20
3967,20-02-2014,whipped/sour cream,1.49
2808,23-01-2014,white bread,1.90
1730,19-08-2014,napkins,1.50
2664,08-10-2014,domestic eggs,1.40
2584,18-05-2014,domestic eggs,1.40
2028,29-10-2014,shopping bags,0.50
3636,19-11-2014,bottled water,3.73
3769,28-01-2014,fruit/vegetable juice,2.00
2338,11-03-2014,white wine,3.33
3593,12-04-2014,yogurt,1.80
4432,04-12-2014,candy,1.94
3721,20-02-2014,beverages,3.40
4133,22-08-2014,soups,4.76
2541,07-05-2014,frozen dessert,2.61
1897,12-09-2014,brown bread,2.45
3350,23-05-2014,newspapers,4.71
3311,18-07-2014,shopping bags,0.50
4864,16-06-2014,specialty cheese,1.44
3732,18-01-2014,fruit/vegetable juice,2.00
4494,26-05-2014,sugar,1.95
2160,30-07-2014,margarine,1.30
3812,30-04-2014,whole milk,1.20
3872,28-07-2014,shopping bags,0.50
4257,14-06-2014,dessert,3.96
3891,13-09-2014,pip fruit,1.80
1465,23-01-2014,brown bread,2.45
1440,06-01-2014,fruit/vegetable juice,2.00
4974,18-07-2014,seasonal products,1.87
1282,24-10-2014,snack products,4.61
1824,08-08-2014,canned beer,2.50
4195,09-09-2014,shopping bags,0.50
4389,31-10-2014,soda,1.99
2855,17-01-2014,coffee,1.62
4803,30-12-2014,canned beer,2.50
2633,16-05-2014,other vegetables,2.50
3531,26-12-2014,butter,1.88
4721,16-06-2014,other vegetables,2.50
1644,28-02-2014,specialty cheese,1.44
1053,05-11-2014,frozen vegetables,3.90
2464,11-06-2014,other vegetables,2.50
1765,21-10-2014,rolls/buns,1.00
2973,26-10-2014,soda,1.99
4297,02-08-2014,shopping bags,0.50
4364,21-01-2014,yogurt,1.80
3531,25-08-2014,spread cheese,4.41
4217,15-03-2014,soft cheese,2.00
4723,07-11-2014,rolls/buns,1.00
3161,22-11-2014,whole milk,1.20
4024,21-11-2014,bottled beer,3.07
4969,06-12-2014,pip fruit,1.80
4762,15-01-2014,whole milk,1.20
2746,20-04-2014,dishes,6.99
2972,19-02-2014,margarine,1.30
3569,27-05-2014,bottled water,3.73
4355,13-01-2014,pip fruit,1.80
2863,12-03-2014,bottled beer,3.07
4740,03-09-2014,whole milk,1.20
2201,04-02-2014,citrus fruit,1.70
2645,09-10-2014,chewing gum,0.74
3783,04-06-2014,bottled water,3.73
1440,26-07-2014,rolls/buns,1.00
3186,24-07-2014,curd,1.24
1979,07-09-2014,whole milk,1.20
2401,11-05-2014,other vegetables,2.50
4337,28-08-2014,cream cheese,1.70 
2112,06-06-2014,popcorn,4.28
1072,23-06-2014,other vegetables,2.50
1996,02-02-2014,whipped/sour cream,1.49
1269,24-04-2014,root vegetables,2.20
2341,23-01-2014,beef,4.50
2204,13-06-2014,sliced cheese,3.69
2729,30-09-2014,beef,4.50
3435,10-04-2014,roll products ,4.42
1755,04-06-2014,spread cheese,4.41
2909,30-01-2014,domestic eggs,1.40
2372,10-10-2014,whole milk,1.20
4342,27-10-2014,whipped/sour cream,1.49
4772,22-06-2014,frozen vegetables,3.90
1741,12-07-2014,other vegetables,2.50
4598,05-09-2014,pot plants,5.00
1677,21-02-2014,rolls/buns,1.00
3667,13-12-2014,bottled water,3.73
3273,04-02-2014,whole milk,1.20
1026,23-08-2014,yogurt,1.80
4671,20-01-2014,flower (seeds),1.70
3764,22-01-2014,frozen vegetables,3.90
4293,28-03-2014,mayonnaise,2.64
4512,13-06-2014,white bread,1.90
2755,19-08-2014,other vegetables,2.50
4146,24-08-2014,brown bread,2.45
3564,23-02-2014,frozen vegetables,3.90
4922,18-02-2014,other vegetables,2.50
3680,21-01-2014,butter milk,2.66
2664,08-01-2014,pickled vegetables,1.99
1411,15-04-2014,shopping bags,0.50
2633,07-09-2014,frozen potato products,3.36
3137,26-08-2014,UHT-milk,2.50
1672,26-01-2014,white bread,1.90
3344,21-11-2014,margarine,1.30
3248,07-04-2014,spread cheese,4.41
2004,22-06-2014,cream cheese,1.70 
3989,23-09-2014,root vegetables,2.20
2451,28-09-2014,domestic eggs,1.40
2383,13-01-2014,yogurt,1.80
3546,12-10-2014,frozen dessert,2.61
2427,22-12-2014,other vegetables,2.50
2859,27-02-2014,processed cheese,1.71
3509,05-10-2014,bottled water,3.73
3811,07-07-2014,soda,1.99
4127,18-03-2014,mustard,4.36
2166,07-03-2014,other vegetables,2.50
2526,08-02-2014,bottled beer,3.07
3342,15-12-2014,bottled water,3.73
4109,03-06-2014,whole milk,1.20
2930,14-02-2014,curd,1.24
3844,10-06-2014,bathroom cleaner,3.09
2736,14-10-2014,margarine,1.30
2411,07-01-2014,other vegetables,2.50
3423,15-03-2014,domestic eggs,1.40
2391,18-01-2014,whipped/sour cream,1.49
1597,12-10-2014,whole milk,1.20
2510,13-08-2014,sugar,1.95
3776,28-11-2014,frozen meals,2.18
1138,07-07-2014,napkins,1.50
3799,10-11-2014,pip fruit,1.80
1022,07-06-2014,fruit/vegetable juice,2.00
1961,06-07-2014,rolls/buns,1.00
3102,17-04-2014,curd,1.24
4704,07-11-2014,other vegetables,2.50
4192,08-06-2014,whole milk,1.20
2957,06-06-2014,other vegetables,2.50
3921,16-06-2014,misc. beverages,3.47
1904,24-03-2014,soda,1.99
4426,30-10-2014,UHT-milk,2.50
2383,18-09-2014,butter,1.88
4788,17-02-2014,whipped/sour cream,1.49
1752,12-07-2014,other vegetables,2.50
5000,16-11-2014,other vegetables,2.50
4353,26-09-2014,newspapers,4.71
1372,04-05-2014,cream cheese,1.70 
4515,23-06-2014,curd,1.24
2718,25-01-2014,Instant food products,2.45
2148,13-01-2014,canned beer,2.50
4808,20-11-2014,yogurt,1.80
4711,19-06-2014,other vegetables,2.50
4228,08-02-2014,beverages,3.40
1522,23-08-2014,yogurt,1.80
2291,29-09-2014,other vegetables,2.50
3203,17-06-2014,newspapers,4.71
3413,02-08-2014,hard cheese,3.71
4262,21-06-2014,canned beer,2.50
2581,17-03-2014,specialty bar,3.47
1687,24-02-2014,curd,1.24
4957,19-05-2014,butter,1.88
2840,22-07-2014,yogurt,1.80
4738,08-06-2014,dog food,3.70
1970,11-06-2014,pastry,4.81
1491,08-11-2014,other vegetables,2.50
2015,04-08-2014,soda,1.99
1961,16-01-2014,yogurt,1.80
3155,22-09-2014,citrus fruit,1.70
1993,12-10-2014,rolls/buns,1.00
3049,30-09-2014,sliced cheese,3.69
4019,14-10-2014,yogurt,1.80
1826,19-12-2014,soda,1.99
1629,22-07-2014,whole milk,1.20
4075,08-03-2014,butter,1.88
1241,03-01-2014,margarine,1.30
1542,22-07-2014,hamburger meat,2.11
1274,10-07-2014,other vegetables,2.50
4182,05-01-2014,vinegar,3.61
4401,18-03-2014,bottled beer,3.07
4766,20-09-2014,shopping bags,0.50
4880,11-09-2014,baking powder,3.32
1939,28-03-2014,yogurt,1.80
4341,26-10-2014,coffee,1.62
4480,17-05-2014,rolls/buns,1.00
3997,22-11-2014,curd,1.24
3674,08-07-2014,yogurt,1.80
1608,26-07-2014,pastry,4.81
2088,21-09-2014,newspapers,4.71
3897,09-12-2014,yogurt,1.80
4783,10-05-2014,rice,1.66
4813,20-11-2014,beverages,3.40
4842,30-06-2014,other vegetables,2.50
2971,04-03-2014,cocoa drinks,1.32
4972,13-12-2014,candy,1.94
4215,10-04-2014,long life bakery product,1.50
1001,07-02-2014,whole milk,1.20
4535,09-07-2014,soda,1.99
2252,13-04-2014,canned beer,2.50
2433,08-04-2014,bottled beer,3.07
1935,28-08-2014,tropical fruit,1.50
2484,17-08-2014,toilet cleaner,4.15
2900,23-11-2014,whole milk,1.20
4504,24-09-2014,bottled beer,3.07
4183,12-10-2014,fruit/vegetable juice,2.00
3651,22-06-2014,cat food,3.99
1381,05-02-2014,rolls/buns,1.00
1190,18-05-2014,rolls/buns,1.00
1262,22-07-2014,onions,1.84
3555,14-10-2014,frozen vegetables,3.90
3621,04-01-2014,citrus fruit,1.70
2831,30-05-2014,sliced cheese,3.69
3508,15-12-2014,frozen fruits,3.94
1468,12-07-2014,yogurt,1.80
3269,09-07-2014,yogurt,1.80
3844,24-06-2014,other vegetables,2.50
4950,30-08-2014,chewing gum,0.74
4129,23-10-2014,root vegetables,2.20
1596,12-10-2014,UHT-milk,2.50
4372,17-04-2014,domestic eggs,1.40
2183,13-07-2014,domestic eggs,1.40
3617,01-10-2014,candy,1.94
4692,10-08-2014,cream cheese,1.70 
2210,30-12-2014,beef,4.50
1605,13-11-2014,canned beer,2.50
3604,13-09-2014,other vegetables,2.50
3524,01-08-2014,margarine,1.30
2089,20-08-2014,other vegetables,2.50
1522,27-03-2014,ketchup,1.43
1461,05-08-2014,beef,4.50
3338,25-12-2014,seasonal products,1.87
2608,02-05-2014,cream cheese,1.70 
4103,17-05-2014,baking powder,3.32
2747,07-04-2014,dog food,3.70
2955,21-03-2014,sliced cheese,3.69
3699,14-08-2014,root vegetables,2.20
3561,27-12-2014,ice cream,4.55
4579,28-02-2014,pastry,4.81
3232,10-09-2014,rolls/buns,1.00
2904,07-04-2014,sweet spreads,1.18
2251,09-06-2014,whole milk,1.20
1174,26-07-2014,syrup,3.09
1725,21-08-2014,chicken,3.67
4646,28-12-2014,other vegetables,2.50
4348,04-11-2014,whipped/sour cream,1.49
2589,23-10-2014,butter milk,2.66
3693,06-06-2014,whipped/sour cream,1.49
4154,26-05-2014,mustard,4.36
3596,16-12-2014,whole milk,1.20
1063,07-06-2014,citrus fruit,1.70
4247,02-01-2014,butter,1.88
4596,28-10-2014,dessert,3.96
1246,29-12-2014,UHT-milk,2.50
1916,21-05-2014,whole milk,1.20
3157,25-04-2014,whole milk,1.20
3313,01-03-2014,hard cheese,3.71
3210,09-02-2014,hygiene articles,1.15
2663,02-08-2014,waffles,2.24
4339,27-03-2014,chocolate,1.80 marshmallow
1216,07-02-2014,long life bakery product,1.50
3830,23-08-2014,candy,1.94
1980,14-05-2014,berries,2.94
2219,30-05-2014,root vegetables,2.20
1461,11-08-2014,bottled beer,3.07
1121,15-03-2014,shopping bags,0.50
4664,02-09-2014,bottled water,3.73
4432,04-09-2014,salty snack,1.80
1474,10-04-2014,chocolate,1.80
4651,27-09-2014,whole milk,1.20
3889,23-12-2014,soda,1.99
1767,24-11-2014,soda,1.99
1883,01-04-2014,whole milk,1.20
4882,08-10-2014,fruit/vegetable juice,2.00
3119,22-01-2014,brown bread,2.45
4712,19-03-2014,cat food,3.99
2347,15-01-2014,canned beer,2.50
2549,27-12-2014,jam,2.79
3938,11-10-2014,shopping bags,0.50
2483,14-08-2014,specialty bar,3.47
4307,05-07-2014,shopping bags,0.50
4628,28-11-2014,butter milk,2.66
4722,08-07-2014,skin care,2.09
2577,08-03-2014,butter,1.88
3452,21-02-2014,white bread,1.90
2732,26-02-2014,dessert,3.96
3022,19-09-2014,whipped/sour cream,1.49
2727,23-01-2014,fruit/vegetable juice,2.00
3480,10-08-2014,chocolate,1.80
3602,27-10-2014,domestic eggs,1.40
3855,11-01-2014,white wine,3.33
2653,21-04-2014,yogurt,1.80
2887,05-12-2014,specialty bar,3.47
1209,01-11-2014,dessert,3.96
3775,08-09-2014,yogurt,1.80
4887,30-03-2014,soda,1.99
2597,21-09-2014,whole milk,1.20
1798,17-01-2014,pastry,4.81
2475,26-01-2014,cleaner,1.48
3092,02-09-2014,yogurt,1.80
3521,25-12-2014,yogurt,1.80
1289,09-05-2014,napkins,1.50
1159,28-01-2014,light bulbs,4.73
1774,08-06-2014,newspapers,4.71
3090,02-10-2014,margarine,1.30
2756,08-10-2014,rolls/buns,1.00
4201,06-08-2014,bottled beer,3.07
1922,06-04-2014,curd cheese,3.55
4244,16-12-2014,pot plants,5.00
1778,22-12-2014,whole milk,1.20
4130,01-08-2014,canned beer,2.50
1868,01-11-2014,yogurt,1.80
3307,21-03-2014,pip fruit,1.80
1333,27-11-2014,other vegetables,2.50
1892,21-07-2014,pastry,4.81
3560,21-07-2014,beef,4.50
1488,30-01-2014,UHT-milk,2.50
4222,20-05-2014,other vegetables,2.50
4548,02-01-2014,other vegetables,2.50
1480,04-02-2014,onions,1.84
3573,19-11-2014,butter,1.88
4431,16-03-2014,whole milk,1.20
4847,16-10-2014,whole milk,1.20
4669,13-04-2014,pastry,4.81
4013,21-07-2014,specialty cheese,1.44
1599,21-08-2014,rolls/buns,1.00
3009,19-04-2014,misc. beverages,3.47
3526,24-10-2014,other vegetables,2.50
2455,07-04-2014,coffee,1.62
1942,15-10-2014,onions,1.84
3855,08-06-2014,cream cheese,1.70 
4661,16-08-2014,other vegetables,2.50
1056,24-09-2014,whole milk,1.20
3996,27-11-2014,tropical fruit,1.50
4879,12-04-2014,root vegetables,2.20
3965,30-12-2014,semi-finished bread,1.12
3172,01-08-2014,newspapers,4.71
3028,25-04-2014,whole milk,1.20
1462,24-09-2014,whipped/sour cream,1.49
2075,03-05-2014,rolls/buns,1.00
4901,30-05-2014,frozen meals,2.18
1738,06-09-2014,pastry,4.81
4011,28-08-2014,other vegetables,2.50
3683,07-11-2014,tidbits,4.41
2453,06-06-2014,whole milk,1.20
2900,19-02-2014,whole milk,1.20
3297,22-03-2014,butter,1.88
1247,04-10-2014,other vegetables,2.50
3731,29-05-2014,canned vegetables,3.63
4638,19-02-2014,salty snack,1.80
1883,08-06-2014,butter,1.88
2597,15-04-2014,root vegetables,2.20
1625,08-09-2014,rice,1.66
3867,10-08-2014,flower soil/fertilizer,4.82
1642,28-09-2014,yogurt,1.80
2133,05-07-2014,processed cheese,1.71
3697,16-01-2014,shopping bags,0.50
3520,19-11-2014,newspapers,4.71
3106,11-05-2014,whole milk,1.20
2900,05-03-2014,bottled beer,3.07
4623,18-12-2014,whole milk,1.20
4809,28-05-2014,margarine,1.30
2023,31-03-2014,other vegetables,2.50
1922,01-01-2014,other vegetables,2.50
3100,19-12-2014,root vegetables,2.20
2299,04-04-2014,domestic eggs,1.40
2778,26-04-2014,pip fruit,1.80
1263,11-05-2014,other vegetables,2.50
1457,09-07-2014,pudding powder,1.99
3141,03-07-2014,nut snack,4.26
2553,15-08-2014,yogurt,1.80
1879,15-08-2014,other vegetables,2.50
4261,08-02-2014,pip fruit,1.80
4414,17-02-2014,beef,4.50
4884,30-01-2014,coffee,1.62
1743,17-01-2014,whipped/sour cream,1.49
3713,31-01-2014,berries,2.94
2955,10-08-2014,pastry,4.81
3689,03-05-2014,pastry,4.81
4224,30-08-2014,pastry,4.81
4641,16-03-2014,specialty chocolate,4.80
3793,07-09-2014,other vegetables,2.50
3838,05-08-2014,whipped/sour cream,1.49
4774,24-07-2014,whipped/sour cream,1.49
2093,02-06-2014,other vegetables,2.50
4234,27-10-2014,whole milk,1.20
3221,28-10-2014,other vegetables,2.50
2565,01-05-2014,sliced cheese,3.69
2534,14-06-2014,Instant food products,2.45
1141,08-06-2014,rolls/buns,1.00
2396,12-04-2014,dessert,3.96
3127,21-10-2014,white bread,1.90
3248,06-02-2014,whole milk,1.20
4658,26-01-2014,canned beer,2.50
1457,22-09-2014,hard cheese,3.71
3642,08-11-2014,other vegetables,2.50
4330,26-03-2014,whole milk,1.20
2274,11-04-2014,other vegetables,2.50
4575,06-01-2014,mustard,4.36
3600,03-09-2014,ice cream,4.55
4155,15-03-2014,other vegetables,2.50
2272,07-06-2014,whole milk,1.20
3709,01-10-2014,syrup,3.09
1983,21-07-2014,whole milk,1.20
4556,04-11-2014,other vegetables,2.50
3586,27-10-2014,newspapers,4.71
1280,20-03-2014,rolls/buns,1.00
2144,13-07-2014,sweet spreads,1.18
1945,02-12-2014,fruit/vegetable juice,2.00
4749,01-10-2014,dessert,3.96
1010,27-08-2014,bottled water,3.73
3028,07-10-2014,whole milk,1.20
4853,24-12-2014,other vegetables,2.50
1878,07-09-2014,UHT-milk,2.50
1064,03-09-2014,whole milk,1.20
4781,18-05-2014,sugar,1.95
1817,02-11-2014,bottled beer,3.07
4457,21-06-2014,cereals,2.69
4311,23-06-2014,newspapers,4.71
2244,07-11-2014,rolls/buns,1.00
1385,28-03-2014,berries,2.94
1218,07-09-2014,frozen meals,2.18
2067,10-10-2014,root vegetables,2.20
3342,24-07-2014,ice cream,4.55
2086,29-05-2014,whole milk,1.20
3763,14-06-2014,whole milk,1.20
4852,23-12-2014,condensed milk,3.61
1572,13-08-2014,frozen vegetables,3.90
1760,21-09-2014,fruit/vegetable juice,2.00
1616,01-04-2014,prosecco,3.41
1463,17-11-2014,other vegetables,2.50
1415,28-12-2014,domestic eggs,1.40
2106,20-01-2014,fruit/vegetable juice,2.00
3751,15-02-2014,semi-finished bread,1.12
2001,18-10-2014,butter,1.88
3843,06-09-2014,root vegetables,2.20
4400,31-01-2014,butter milk,2.66
4324,25-01-2014,misc. beverages,3.47
3583,31-01-2014,ice cream,4.55
2312,25-02-2014,canned beer,2.50
1756,03-06-2014,soda,1.99
3486,27-01-2014,whipped/sour cream,1.49
2991,30-04-2014,salt,2.98
1612,19-11-2014,whole milk,1.20
4614,01-12-2014,newspapers,4.71
3780,24-02-2014,domestic eggs,1.40
3248,16-04-2014,processed cheese,1.71
2584,14-02-2014,Instant food products,2.45
2963,27-05-2014,frozen vegetables,3.90
3225,25-06-2014,ice cream,4.55
2564,20-12-2014,butter,1.88
3501,13-06-2014,whipped/sour cream,1.49
1450,17-11-2014,other vegetables,2.50
4445,07-11-2014,whole milk,1.20
1825,27-05-2014,salty snack,1.80
2573,19-01-2014,Instant food products,2.45
3003,08-03-2014,processed cheese,1.71
4851,08-11-2014,grapes,4.50
1982,12-10-2014,chocolate,1.80
3952,04-11-2014,soda,1.99
4697,07-05-2014,bottled water,3.73
1690,13-03-2014,soda,1.99
1257,16-09-2014,yogurt,1.80
3082,04-08-2014,brown bread,2.45
4909,20-07-2014,spread cheese,4.41
1814,17-07-2014,bottled water,3.73
2346,22-03-2014,whole milk,1.20
2861,15-04-2014,pastry,4.81
4558,27-08-2014,UHT-milk,2.50
3291,14-01-2014,newspapers,4.71
4963,28-01-2014,canned fish,2.50
4695,22-12-2014,butter,1.88
4002,08-07-2014,yogurt,1.80
3753,06-09-2014,other vegetables,2.50
1225,02-09-2014,rolls/buns,1.00
4104,01-09-2014,coffee,1.62
4265,06-05-2014,butter milk,2.66
2504,24-04-2014,pip fruit,1.80
3249,22-12-2014,beverages,3.40
4461,30-03-2014,grapes,4.50
1489,04-11-2014,spread cheese,4.41
3911,01-08-2014,margarine,1.30
2443,10-03-2014,rolls/buns,1.00
3800,14-07-2014,curd,1.24
4265,31-10-2014,soda,1.99
4971,07-11-2014,hygiene articles,1.15
2357,15-08-2014,domestic eggs,1.40
3263,17-07-2014,cling film/bags,4.81
2443,02-09-2014,pasta,3.12
3378,20-01-2014,mayonnaise,2.64
1870,06-06-2014,other vegetables,2.50
4355,10-09-2014,pet care,4.03
3832,26-06-2014,rolls/buns,1.00
4120,22-09-2014,bottled water,3.73
2555,26-11-2014,whipped/sour cream,1.49
1103,22-11-2014,yogurt,1.80
3795,02-07-2014,pip fruit,1.80
2544,11-01-2014,processed cheese,1.71
4098,12-09-2014,whole milk,1.20
1274,16-05-2014,rolls/buns,1.00
4535,31-08-2014,whole milk,1.20
1643,12-04-2014,soda,1.99
4622,18-05-2014,whipped/sour cream,1.49
1309,20-04-2014,whipped/sour cream,1.49
2193,08-10-2014,waffles,2.24
1388,19-11-2014,newspapers,4.71
3298,05-02-2014,margarine,1.30
4488,16-12-2014,specialty fat,4.72
3682,14-09-2014,whole milk,1.20
1448,05-07-2014,frozen vegetables,3.90
1340,29-03-2014,pot plants,5.00
4578,12-08-2014,root vegetables,2.20
2937,02-08-2014,rolls/buns,1.00
1511,28-08-2014,curd,1.24
3610,16-09-2014,root vegetables,2.20
3140,26-03-2014,kitchen towels,2.27
2165,27-09-2014,bottled beer,3.07
2059,31-05-2014,domestic eggs,1.40
3561,08-04-2014,flower (seeds),1.70
3552,29-10-2014,yogurt,1.80
1942,22-07-2014,frozen vegetables,3.90
3502,12-07-2014,cream cheese,1.70 
2929,24-09-2014,bathroom cleaner,3.09
1475,21-09-2014,frozen potato products,3.36
2042,31-08-2014,brown bread,2.45
4391,19-10-2014,specialty cheese,1.44
2674,01-05-2014,butter,1.88
3398,04-01-2014,cat food,3.99
4967,16-09-2014,chocolate,1.80
3522,23-03-2014,liquor,1.80
2244,19-01-2014,canned fish,2.50
2593,13-10-2014,soups,4.76
3299,09-01-2014,frozen meals,2.18
1959,02-05-2014,softener,2.98
1648,13-02-2014,red/blush wine,8.00
3740,19-05-2014,napkins,1.50
3505,30-11-2014,UHT-milk,2.50
3350,21-01-2014,baking powder,3.32
3948,17-09-2014,whole milk,1.20
2506,09-05-2014,canned fish,2.50
1575,14-02-2014,newspapers,4.71
2289,20-11-2014,whole milk,1.20
4621,28-03-2014,salt,2.98
4408,01-02-2014,frozen fish,4.20
2643,16-04-2014,waffles,2.24
2132,29-07-2014,rolls/buns,1.00
4340,24-08-2014,skin care,2.09
3421,13-03-2014,dessert,3.96
3982,27-05-2014,dessert,3.96
3252,14-05-2014,rolls/buns,1.00
4586,17-05-2014,red/blush wine,8.00
3383,12-02-2014,misc. beverages,3.47
4886,18-09-2014,sliced cheese,3.69
2810,05-11-2014,frozen meals,2.18
2745,27-04-2014,dessert,3.96
1983,19-05-2014,whole milk,1.20
2660,11-09-2014,specialty chocolate,4.80
4193,29-12-2014,pastry,4.81
2430,03-02-2014,pastry,4.81
1548,22-02-2014,pastry,4.81
4459,21-11-2014,rolls/buns,1.00
2198,10-08-2014,cream,2.44
4508,22-08-2014,rolls/buns,1.00
3322,13-08-2014,rolls/buns,1.00
4356,25-06-2014,coffee,1.62
1913,11-06-2014,male cosmetics,4.96
4548,20-10-2014,yogurt,1.80
2585,28-09-2014,rolls/buns,1.00
4684,31-08-2014,shopping bags,0.50
4152,21-12-2014,condensed milk,3.61
4954,18-07-2014,root vegetables,2.20
2444,19-06-2014,rolls/buns,1.00
1735,06-08-2014,napkins,1.50
4038,23-06-2014,canned beer,2.50
3453,04-09-2014,soda,1.99
3252,29-10-2014,other vegetables,2.50
4830,20-11-2014,waffles,2.24
3087,27-12-2014,bottled water,3.73
2641,23-07-2014,frozen potato products,3.36
2648,25-04-2014,packaged fruit/vegetables,4.24
3246,29-10-2014,fruit/vegetable juice,2.00
2047,05-01-2014,cat food,3.99
